© 2000-2025 QIAGEN. All rights reserved.

Analysis Details for My Projects->Nasal_TB->nasal_5k_ipa - 2025-12-01 12:15 PM
Workspace	My Projects
Project	Nasal_TB
Analysis	nasal_5k_ipa - 2025-12-01 12:15 PM
Date	Mon Dec 01 09:15:07 PST 2025
Analysis ID	43063910

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Cutoff for Expression qvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(species = Human) AND
(confidence = High (predicted) OR Experimentally Observed)

Canonical Pathways for My Projects->Nasal_TB->nasal_5k_ipa - 2025-12-01 12:15 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
SOX11	transcription regulator	 	2	 	 	-0.816	9.16E-05	3.40E-03	SOX11,WNT (family)	CD44,CDH26,MS4A1,POSTN,SKAP2,SPIB	6 (2)	2	 	HDAC2	 	CCL5,MAP3K7	IFIH1,PRDM1,STAT1	 	 	 	 	
RNASEH2B	other	 	1	Activated	biased	2.236	1.27E-04	1.96E-02	RNASEH2B	IFIT1,IFIT2,IFIT3,IRF4,ISG15	5 (1)	1	 	 	 	 	CCL5,IL11,IL22,IL27,IRF1,USP18	 	 	 	 	
INSIG1	other	0.345	1	 	biased	1.732	1.38E-04	1.09E-02	INSIG1	CYP51A1,FDFT1,SQLE	3 (1)	1	 	 	 	 	 	 	 	 	 	
TGM2	enzyme	 	1	 	 	-1.890	1.62E-04	1.62E-02	TGM2	CLC,IFIT1,IFIT2,IFIT3,OASL,PPP1R16B,SLC9B2	7 (1)	1	 	SOCS1	 	CASP3,CFLAR,IRF9,STAT1	IFNB1	 	 	 	 	
ADAR	enzyme	-0.360	1	 	biased	1.732	1.62E-04	1.91E-02	ADAR	IFIT1,IFIT2,IFIT3	3 (1)	1	CHROMR,FOXC1,IFNAR1,IL27,LINC00624,PRL	BANF1,F3	 	SPI1	CCL5,IFIH1,IFN BETA (family),IFNB1,IRF3	 	 	 	 	
NLRP11	other	 	1	 	biased	1.414	1.71E-04	6.30E-03	NLRP11	IFIT1,IFIT2	2 (1)	1	 	 	 	 	IFNB1,IRF3	 	 	 	 	
TRIM9	other	 	1	 	 	0.000	1.71E-04	1.08E-02	TRIM9	CD44,IFIT2	2 (1)	1	 	 	 	IFN BETA (family)	 	 	 	 	 	
PRDM1	transcription regulator	 	2	 	biased	1.000	2.36E-04	2.60E-02	CASP3,PRDM1	IFIT1,IFIT2,IFIT3,ISG15	4 (2)	2	EIF2AK4,IL4,SPI1,TLR9	SOX11	 	 	CASP3,IFNAR1,STAT1,TNFRSF14	 	 	 	 	
YTHDC2	enzyme	 	1	 	 	-1.732	2.83E-04	7.60E-03	YTHDC2	IFIT2,IFIT3,RSAD2	3 (1)	1	 	 	 	CCL5	 	 	 	 	 	
MTORC2	complex	 	1	 	biased	-1.414	2.84E-04	1.23E-02	MTORC2 (complex)	IFIT2,ISG15	2 (1)	1	 	 	 	 	 	 	 	 	 	
NGLY1	enzyme	-0.199	1	 	biased	1.414	2.84E-04	1.19E-02	NGLY1	IFIT1,IFIT2	2 (1)	1	 	 	 	 	 	 	 	 	 	
PELI2	enzyme	 	1	 	biased	1.414	2.84E-04	1.11E-02	PELI2	IFIT2,IFIT3	2 (1)	1	 	IFN BETA (family)	 	 	IRF3	 	 	 	 	
PLA2G2A	enzyme	 	1	 	biased	-1.414	2.84E-04	5.30E-03	PLA2G2A	CD44,CD69	2 (1)	1	 	 	 	 	 	 	 	 	 	
ZNF598	enzyme	 	1	 	biased	1.414	2.84E-04	6.00E-03	ZNF598	IFIT2,RSAD2	2 (1)	1	 	 	 	 	 	 	 	 	 	
FOS	transcription regulator	-1.526	2	Inhibited	biased	-2.000	3.08E-04	4.40E-02	CASP3,FOS	CD44,IFIT3,IRF4,ISG15	4 (2)	2	ADAP1,FOXC1,PRL	FGFR2,IL27,INTERFERON ALPHA (family)	 	IL11	CASP3,CCL5,CFLAR	 	 	 	 	
TREM1	transmembrane receptor	-1.731	1	 	 	0.816	3.11E-04	4.57E-02	TREM1	CCL18,CCR7,IFIT2,ISG15,MCOLN2,OASL	6 (1)	1	 	 	 	F3,HOMER1,NT5E,SPRY2	CDKN2B,IRF1	 	 	 	 	
AMFR	transmembrane receptor	 	2	 	 	0.577	3.21E-04	1.00E-02	AMFR,HMGCR	CCN2,FDFT1,SQLE	3 (2)	2	 	 	 	 	 	 	 	 	 	
IFNAR1	transmembrane receptor	 	1	Inhibited	biased	-2.000	3.50E-04	2.35E-02	IFNAR1	IFIT1,IFIT3,ISG15,RSAD2	4 (1)	1	FOXC1,IFNA2	BANF1,BCR-ABL1,INTERFERON ALPHA (family),PRDM1	 	ADAR,IFIH1,IFN BETA (family),LINC02574,SOCS1,STAT1,STAT2,USP18	 	 	 	 	 	
FGFR2	kinase	 	1	 	 	1.732	3.61E-04	1.44E-02	FGFR2	ISG15,OASL,RSAD2	3 (1)	1	IL2	 	 	 	CGAS,FOS,STAT2	 	 	 	 	
FOXC1	transcription regulator	0.549	1	Inhibited	 	-2.236	3.82E-04	4.60E-02	FOXC1	IFIT1,IFIT2,IFIT3,ISG15,OASL	5 (1)	1	 	 	 	ADAR,FOS,IFNAR1,IRF1,STAT1,STAT2,USP18	ZNF750	 	 	 	 	
EGOT	other	 	2	 	biased	0.577	4.05E-04	2.76E-02	CASP3,EGOT	IFIT3,ISG15,RSAD2	3 (2)	2	 	 	 	CASP3,USP18	 	 	 	 	 	
F3	transmembrane receptor	 	1	Activated	biased	2.000	4.20E-04	3.21E-02	F3	IFIT1,IFIT3,ISG15,RSAD2	4 (1)	1	GP6,PGR,TREM1	 	 	TREX1	ADAR,CCL5,IFIH1,IRF3,STAT1,STAT2,STING1,USP18	 	 	 	 	
KLF7	transcription regulator	 	1	 	biased	-1.414	4.25E-04	1.45E-02	KLF7	IFIT1,IFIT3	2 (1)	1	 	 	 	 	 	 	 	 	 	
KPNA2	other	 	1	 	biased	-1.414	4.25E-04	1.64E-02	KPNA2	IFIT1,ISG15	2 (1)	1	 	CTLA4	 	IFNB1	 	 	 	 	 	
TRRAP	transcription regulator	 	1	 	 	0.000	4.25E-04	1.70E-02	TRRAP	CD44,IFIT1	2 (1)	1	 	 	 	TERT	 	 	 	 	 	
ZNF395	transcription regulator	 	1	 	biased	-1.414	4.25E-04	1.10E-02	ZNF395	IFIT1,IFIT2	2 (1)	1	 	 	 	 	 	 	 	 	 	
HOXA-AS2	other	 	2	 	 	-1.732	5.02E-04	1.23E-02	CASP3,HOXA-AS2	HOXA3,IFIT3,ISG15	3 (2)	2	 	 	 	 	CASP3	 	 	 	 	
IFN beta	group	 	1	 	biased	-1.732	5.02E-04	2.95E-02	IFN BETA (family)	IFIT1,IFIT3,RSAD2	3 (1)	1	CGAS,IFNAR1,INTERFERON ALPHA (family),IRF3,LBP,MAP3K7,MAVS,SLC15A4,STING1,TASL,TICAM1,TLR7,TLR9,TRIM9	ADAR,ATAD3A,BANF1,COPA,PARP1,PBRM1,PRMT7	 	IL27,SPRY2,STAT1,STAT2	PELI2,STAT6	 	 	 	 	
TEAD	group	 	1	 	 	0.577	5.55E-04	1.31E-02	TEAD (family)	CCN2,CD44,ISG15	3 (1)	1	 	 	 	 	 	 	 	 	 	
mir-15 (includes others)	microRNA	 	1	 	 	-1.732	5.55E-04	1.99E-02	mir-15 (includes others)	IFIT1,ISG15,WEE1	3 (1)	1	 	 	 	CCL5,IFNB1	 	 	 	 	 	
SOX11	transcription regulator	 	1	 	biased	-1.342	5.83E-04	1.08E-02	SOX11	CDH26,MS4A1,POSTN,SKAP2,SPIB	5 (1)	1	 	HDAC2	 	CCL5,MAP3K7	IFIH1,PRDM1,STAT1	 	 	 	 	
CAND1	transcription regulator	 	1	 	 	1.414	5.93E-04	2.52E-02	CAND1	IFIT1,ISG15	2 (1)	1	 	 	 	 	 	 	 	 	 	
CASP3	peptidase	 	1	 	 	1.414	5.93E-04	1.03E-02	CASP3	IFIT3,ISG15	2 (1)	1	EGOT,IFNB1,IL4,INTERFERON ALPHA (family),IRF1,PAWR,PCBP1,PDCD4,PSEN1,SFTPC,STEAP1,STX4,TGM2,TWIST1	CDKN1B,CFLAR,FOS,GAST,HOMER1,HOXA-AS2,LAPTM4B,MAP3K7,PPT1,PRDM1,PRKCA,RPSA,SPHK (family),TERT	 	 	STAT1	 	 	 	 	
TRIP12	enzyme	 	1	 	biased	0.000	5.93E-04	1.53E-02	TRIP12	ADAM19,CCN2	2 (1)	1	 	 	 	 	 	 	 	 	 	
IL2R	complex	 	2	Inhibited	biased	-2.000	7.60E-04	4.25E-02	IL2R (complex),JAK1,STAT5A/B (family)	CD69,CISH,IFIT2,RFTN1	4 (3)	2	 	 	 	STAT5A/B (family)	 	 	 	 	 	
THEM6	other	 	1	 	biased	1.732	8.06E-04	1.70E-02	THEM6	CYP51A1,FDFT1,SQLE	3 (1)	1	 	 	 	 	 	 	 	 	 	
STAT5A/B	group	 	1	 	biased	-1.732	9.54E-04	1.03E-02	STAT5A/B (family)	CD69,CISH,RFTN1	3 (1)	1	BCR-ABL1,CSF2RB,GH1,IFNA2,IFNB1,IFNL1,IL2,IL22,IL27RA,IL2R (complex),IL2RG,IL3RA,IL5,PRKCA,PRL	FES,INTERFERON ALPHA (family),MARCHF8	 	CDKN1B	 	 	 	 	 	
COPA	transporter	 	1	 	biased	1.414	1.01E-03	1.81E-02	COPA	ISG15,RSAD2	2 (1)	1	 	 	 	 	IFN BETA (family),IFNB1	 	 	 	 	
FEN1	enzyme	 	1	 	 	-1.414	1.01E-03	2.40E-02	FEN1	IFIT1,IRF4	2 (1)	1	 	 	 	IRF1,STAT1,STAT2	 	 	 	 	 	
RNF216	enzyme	 	1	 	biased	1.414	1.01E-03	2.78E-02	RNF216	IFIT1,ISG15	2 (1)	1	 	 	 	 	IFNB1,INTERFERON ALPHA (family),IRF3,TICAM1,TLR9	 	 	 	 	
CCL5	cytokine	-0.429	1	 	biased	0.577	1.40E-03	2.12E-02	CCL5	CD44,SQLE,TUBB4B	3 (1)	1	IFIH1,IL27,IRF1,IRF3,mir-15 (includes others),NONO,SLC15A4,SOX11,STING1,TASL,TICAM1,TLR9,YTHDC2	ADAR,BANF1,ETV6-RUNX1,F3,FCGR2B,FOS,PARP1,PBRM1,RACK1,RNASEH2B,TREX1,ZNF750	 	DUSP6	 	 	 	 	 	
PKA	complex	 	1	 	biased	0.000	1.53E-03	2.41E-02	PKA (complex)	CCN2,CD44	2 (1)	1	 	 	 	CCR8	 	 	 	 	 	
WNT3A	cytokine	 	1	 	biased	-1.732	1.83E-03	2.90E-02	WNT3A	CD44,GGT5,RASGRP3	3 (1)	1	 	 	 	 	 	 	 	 	 	
CFLAR	other	 	1	 	 	1.414	1.83E-03	2.74E-02	CFLAR	IFIT2,ISG15	2 (1)	1	TGM2	FOS,USP18	 	 	CASP3	 	 	 	 	
IFIH1	enzyme	-0.950	1	 	biased	-1.414	1.83E-03	4.74E-02	IFIH1	IFIT3,ISG15	2 (1)	1	CHROMR,IFNA2,IFNAR1,IFNL1,IFNL4,INTERFERON ALPHA (family),IRF1,IRF3,JAK (family),LINC02574,MAVS,NONO,PBRM1,PRL,RIPK2,TERT	ADAR,BANF1,ETV3,F3,IRGM,PRMT7,SOCS1,SOX11,STAG2,TREX1,ZNF750	 	CCL5	 	 	 	 	 	
LTA	cytokine	 	1	 	biased	-1.414	1.83E-03	4.11E-02	LTA	CD44,PDCD1LG2	2 (1)	1	ADAP1,IL4,TLR9	 	 	STAT6	 	 	 	 	 	
MAP2K5	kinase	 	1	 	biased	1.414	1.83E-03	1.44E-02	MAP2K5	CYP51A1,FDFT1	2 (1)	1	GPR15LG	 	 	 	 	 	 	 	 	
PRMT7	enzyme	 	1	 	biased	1.414	1.83E-03	4.03E-02	PRMT7	ISG15,RSAD2	2 (1)	1	 	 	 	 	IFIH1,IFN BETA (family),IFNL1,INTERFERON ALPHA (family)	 	 	 	 	
TICAM1	other	 	1	 	biased	-1.414	1.83E-03	4.39E-02	TICAM1	IFIT1,IFIT2	2 (1)	1	INTERFERON ALPHA (family)	BANF1,RNF216	 	CCL5,IFN BETA (family),IFNB1,IFNL1,IRF3	 	 	 	 	 	
ADAP1	other	-0.325	1	 	biased	-1.414	2.16E-03	2.66E-02	ADAP1	CD69,GZMB	2 (1)	1	 	 	 	FOS,LTA	 	 	 	 	 	
NT5E	phosphatase	 	1	 	 	1.414	2.16E-03	1.61E-02	NT5E	CD69,ZNF366	2 (1)	1	TREM1	 	 	 	 	 	 	 	 	
mir-122 (includes others)	microRNA	 	1	 	 	1.414	3.28E-03	1.80E-02	mir-122 (includes others)	FDFT1,SQLE	2 (1)	1	 	 	 	 	 	 	 	 	 	
AMFR	transmembrane receptor	 	1	 	biased	1.414	4.63E-03	2.89E-02	AMFR	FDFT1,SQLE	2 (1)	1	 	 	 	 	 	 	 	 	 	
CCR8	G-protein coupled receptor	 	1	 	biased	-1.000	5.38E-03	4.41E-02	CCR8	CD69	1 (1)	1	PKA (complex)	 	 	 	 	 	 	 	 	
COPS6	other	0.141	1	 	biased	1.000	5.38E-03	2.32E-02	COPS6	PHGDH	1 (1)	1	 	 	 	 	 	 	 	 	 	
EIF3F	translation regulator	 	1	 	biased	1.000	5.38E-03	2.32E-02	EIF3F	PHGDH	1 (1)	1	 	 	 	 	 	 	 	 	 	
LINC01564	other	 	1	 	biased	1.000	5.38E-03	2.32E-02	LINC01564	PHGDH	1 (1)	1	 	 	 	 	 	 	 	 	 	
LOC105374041	other	 	1	 	biased	-1.000	5.38E-03	8.10E-03	LOC105374041	RASGRP3	1 (1)	1	 	 	 	 	 	 	 	 	 	
MDC1	other	 	1	 	biased	1.000	5.38E-03	1.74E-02	MDC1	WEE1	1 (1)	1	 	 	 	 	 	 	 	 	 	
PABIR1	other	 	1	 	biased	-1.000	5.38E-03	1.74E-02	PABIR1	WEE1	1 (1)	1	IFNA2,IFNB1,IFNL1	 	 	 	 	 	 	 	 	
PAK2	kinase	-0.252	1	 	biased	-1.000	5.38E-03	4.41E-02	PAK2	CD69	1 (1)	1	 	 	 	 	 	 	 	 	 	
POU2AF1	transcription regulator	 	1	 	biased	1.000	5.38E-03	2.29E-02	POU2AF1	IRF4	1 (1)	1	 	 	 	 	 	 	 	 	 	
SLA2	other	-0.494	1	 	biased	1.000	5.38E-03	4.41E-02	SLA2	CD69	1 (1)	1	 	 	 	 	 	 	 	 	 	
TNFRSF14	transmembrane receptor	 	1	 	biased	-1.000	5.38E-03	2.72E-02	TNFRSF14	POSTN	1 (1)	1	 	ETV6-RUNX1,PRDM1	 	 	 	 	 	 	 	
VEGFB	growth factor	 	1	 	biased	-1.000	5.38E-03	1.78E-02	VEGFB	MMP12	1 (1)	1	 	 	 	 	 	 	 	 	 	
mir-136	microRNA	 	1	 	biased	-1.000	5.38E-03	2.24E-02	mir-136	PDK4	1 (1)	1	 	 	 	 	 	 	 	 	 	
SETX	enzyme	-0.277	1	 	biased	1.414	7.34E-03	3.46E-02	SETX	IFIT2,IFIT3	2 (1)	1	 	 	 	ZNF750	IRF3	 	 	 	 	
CDC14A	phosphatase	0.318	1	 	biased	1.000	1.07E-02	1.74E-02	CDC14A	WEE1	1 (1)	1	 	 	 	 	 	 	 	 	 	
GRAMD1A	transporter	 	1	 	biased	-1.000	1.07E-02	3.72E-02	GRAMD1A	SQLE	1 (1)	1	 	 	 	 	 	 	 	 	 	
GRAMD1B	transporter	 	1	 	biased	-1.000	1.07E-02	3.72E-02	GRAMD1B	SQLE	1 (1)	1	 	 	 	 	 	 	 	 	 	
GRAMD1C	transporter	0.466	1	 	biased	-1.000	1.07E-02	3.72E-02	GRAMD1C	SQLE	1 (1)	1	 	 	 	 	 	 	 	 	 	
OSBPL9	other	 	1	 	biased	-1.000	1.07E-02	3.72E-02	OSBPL9	SQLE	1 (1)	1	 	 	 	STING1	 	 	 	 	 	
POLDIP3	other	 	1	 	biased	-1.000	1.07E-02	4.37E-02	POLDIP3	ISG15	1 (1)	1	 	 	 	 	 	 	 	 	 	
PTTG3P	other	 	1	 	biased	-1.000	1.07E-02	4.80E-02	PTTG3P	MAP2K6	1 (1)	1	 	 	 	 	 	 	 	 	 	
TMEM259	other	-0.213	1	 	biased	-1.000	1.07E-02	2.36E-02	TMEM259	CYP51A1	1 (1)	1	 	 	 	 	 	 	 	 	 	
TREM2	transmembrane receptor	 	1	 	biased	1.000	1.07E-02	9.50E-03	TREM2	P2RY13	1 (1)	1	 	 	 	 	 	 	 	 	 	
collagen alpha1	group	 	1	 	biased	-1.000	1.07E-02	3.84E-02	COLLAGEN ALPHA1 (family)	CCL18	1 (1)	1	IL4,STAT6	ETV6	 	 	 	 	 	 	 	
CLCA1	ion channel	-2.300	1	 	biased	-1.000	1.61E-02	4.07E-02	CLCA1	ANO1	1 (1)	1	 	 	 	 	 	 	 	 	 	
COL3A1	other	 	1	 	biased	-1.000	1.61E-02	3.84E-02	COL3A1	CCL18	1 (1)	1	IL4,PDCD4	INS	 	 	 	 	 	 	 	
CSNK1D	kinase	 	1	 	 	-1.000	1.61E-02	1.47E-02	CSNK1D	PER1	1 (1)	1	 	 	 	 	 	 	 	 	 	
IL13RA2	transmembrane receptor	-2.287	1	 	biased	-1.000	1.61E-02	3.93E-02	IL13RA2	MMP12	1 (1)	1	IL4	 	 	 	STAT6	 	 	 	 	
RNF185	enzyme	-0.234	1	 	biased	-1.000	1.61E-02	3.07E-02	RNF185	CYP51A1	1 (1)	1	 	 	 	 	 	 	 	 	 	
TMEM120A	ion channel	 	1	 	biased	-1.000	1.61E-02	4.56E-02	TMEM120A	IFIT2	1 (1)	1	 	 	 	IRF3	 	 	 	 	 	
MTCL2	other	 	1	 	 	1.000	2.14E-02	4.25E-02	MTCL2	PDK4	1 (1)	1	 	 	 	 	 	 	 	 	 	
STK39	kinase	0.246	1	 	 	-1.000	2.66E-02	2.94E-02	STK39	CLDN3	1 (1)	1	 	 	 	 	 	 	 	 	 	

Diseases and Bio Functions for My Projects->Nasal_TB->nasal_5k_ipa - 2025-12-01 12:15 PM
Categories	Functions	Diseases or Functions Annotation	p-Value	Predicted Activation State	Activation z-score	Notes	Bias-corrected z-score	Molecules	# Molecules	
Immunological Disease, Inflammatory Disease, Organismal Injury and Abnormalities	immune mediated inflammatory disease	Immune mediated inflammatory disease	8.95E-19	 	 	 	 	TNNC2,CCR7,RSAD2,CCL18,NMNAT2,IFIT1,IL22RA2,CCN2,CTSG,SKAP2,TESPA1,CD69,P2RY13,CLC,OASL,GAS1,TRAF5,PIP4K2A,UBXN11,PRDX5,IL31RA,CDH26,SLC27A3,MAP2K6,CCR3,TASL,MAPKAPK3,PHGDH,SLC26A4,DOK2,MMP12,ZBTB16,ANKRD55,IFIT2,GZMB,ARL15,SQLE,ANO1,TPSAB1,PER1,ISG15,HRH4,CEBPE,RASGRP3,MS4A1,PTGDR2,EMP3,CISH,FDFT1,ENTPD4,PDK4,CD44,POSTN,IFIT3,CYP51A1,ZNF366	56	
Dermatological Diseases and Conditions, Inflammatory Disease, Inflammatory Response, Organismal Injury and Abnormalities	dermatitis	Dermatitis	1.25E-13	 	 	 	 	CCR7,PHGDH,RSAD2,CCL18,DOK2,MMP12,IFIT1,IL22RA2,ANKRD55,SYT2,GZMB,TESPA1,PER1,ISG15,IRF4,MS4A1,PTGDR2,OASL,ENTPD4,PDK4,CD44,TUBB4B,POSTN,UBXN11,IFIT3,IL31RA,CYP51A1,CCR3	28	
Inflammatory Response, Organismal Injury and Abnormalities	inflammation	Inflammation of organ	2.41E-12	 	 	 	 	CCR7,MAPKAPK3,PHGDH,RSAD2,CCL18,SLC26A4,DOK2,MMP12,IFIT1,ZBTB16,IL22RA2,CCN2,ANKRD55,IFIT2,PPP1R16B,SYT2,GZMB,TESPA1,CD69,ANO1,TPSAB1,PER1,ISG15,P2RY13,HRH4,IRF4,MS4A1,PTGDR2,CLC,OASL,FDFT1,ENTPD4,CNR2,PDK4,CD44,TUBB4B,POSTN,UBXN11,IFIT3,IL31RA,CDH26,CYP51A1,CCR3	43	
Connective Tissue Disorders, Inflammatory Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	rheumatic disease	Rheumatic disease	3.22E-11	 	 	 	 	TNNC2,CCR7,MAPKAPK3,PDCD1LG2,RSAD2,CCL18,IFIT1,ZBTB16,CCN2,ANKRD55,IFIT2,GZMB,ARL15,CD69,SQLE,PER1,ISG15,P2RY13,MS4A1,EMP3,OASL,GAS1,CISH,PDK4,CD44,PIP4K2A,POSTN,IFIT3,PRDX5,IL31RA,CDH26,ZNF366,MAP2K6,CCR3	34	
Cancer, Organismal Injury and Abnormalities	abdominal neoplasm	Abdominal neoplasm	7.84E-11	 	 	 	 	CCR7,PDCD1LG2,FABP6,RSAD2,CCL18,NMNAT2,CLDN3,IL22RA2,SFRP1,CCN2,CLCA1,OR52M1,DMRTC2,SYT2,TESPA1,OTOF,CD69,SLC1A7,BTNL8,LRRC61,OASL,ADAM19,SORD,CDH26,SLC27A3,CRYBA1,CCR3,ZNF157,TASL,MAPKAPK3,SLC26A4,WDR93,DOK2,CST1,ZBTB16,ITLN1,IFIT2,HS3ST3A1,ARL15,SQLE,CLEC12B,TPSAB1,PER1,ISG15,SLC9B2,HRH4,IRF4,CEBPE,CD1B,RASGRP3,MS4A1,HSD11B2,ITIH5,IFT74,CLEC12A,GGT5,IFIT3,SLC9A3,GAPT,CYP51A1,SCNN1B,DYDC1,XCR1,TNNC2,IFIT1,CASS4,PPP1R16B,CTSG,SKAP2,SPIB,P2RY10,CEACAM21,SIGLEC6,P2RY13,FHL3,NRROS,GAS1,LGALS7B,TUBB4B,TRAF5,PIP4K2A,UBXN11,PRDX5,IL31RA,RRAGB,FETUB,PCDHA12,MAP2K6,RFTN1,MCOLN2,PHGDH,DENND2D,PRSS33,MMP12,LRRC32,SAMD3,BAIAP3,ANKRD55,VSTM1,GZMB,SHISA2,ANO1,COL28A1,HEPH,NAIF1,PTGDR2,RGS18,EMP3,LGALS12,HOXA3,CISH,IGFLR1,FDFT1,ENTPD4,CNR2,PDK4,CAPS2,WEE1,CD44,POSTN,CLCNKB,LXN,CRISP2,ZNF366	124	
Dermatological Diseases and Conditions, Organismal Injury and Abnormalities	abnormality of skin morphology	Abnormality of skin morphology	1.84E-10	 	 	 	 	MAPKAPK3,RSAD2,CCL18,MMP12,IFIT1,ZBTB16,CCN2,IFIT2,CD69,PER1,ISG15,IRF4,MS4A1,EMP3,OASL,GAS1,CISH,PDK4,CD44,POSTN,IFIT3,SLC9A3,IL31RA,CYP51A1,MAP2K6,CCR3	26	
Cancer, Organismal Injury and Abnormalities	abdominal carcinoma	Abdominal carcinoma	2.00E-10	 	 	 	 	CCR7,PDCD1LG2,FABP6,CCL18,NMNAT2,CLDN3,IL22RA2,SFRP1,CCN2,CLCA1,OR52M1,DMRTC2,SYT2,TESPA1,OTOF,CD69,SLC1A7,BTNL8,LRRC61,OASL,ADAM19,SORD,CDH26,SLC27A3,CRYBA1,CCR3,ZNF157,TASL,MAPKAPK3,SLC26A4,WDR93,DOK2,CST1,ZBTB16,ITLN1,IFIT2,HS3ST3A1,ARL15,SQLE,CLEC12B,TPSAB1,PER1,ISG15,SLC9B2,HRH4,IRF4,CEBPE,CD1B,RASGRP3,MS4A1,HSD11B2,ITIH5,IFT74,CLEC12A,GGT5,IFIT3,SLC9A3,GAPT,CYP51A1,SCNN1B,DYDC1,XCR1,IFIT1,CASS4,PPP1R16B,CTSG,SKAP2,SPIB,P2RY10,CEACAM21,SIGLEC6,P2RY13,FHL3,NRROS,GAS1,LGALS7B,TUBB4B,TRAF5,PIP4K2A,UBXN11,PRDX5,IL31RA,RRAGB,FETUB,PCDHA12,MAP2K6,RFTN1,MCOLN2,PHGDH,DENND2D,PRSS33,MMP12,LRRC32,SAMD3,BAIAP3,ANKRD55,VSTM1,GZMB,SHISA2,ANO1,COL28A1,HEPH,NAIF1,PTGDR2,RGS18,EMP3,HOXA3,CISH,IGFLR1,FDFT1,ENTPD4,CNR2,PDK4,CAPS2,WEE1,CD44,POSTN,CLCNKB,LXN,CRISP2,ZNF366	121	
Cardiovascular Disease, Connective Tissue Disorders, Dermatological Diseases and Conditions, Immunological Disease, Inflammatory Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	systemic sclerosis	Systemic sclerosis	2.04E-10	 	 	 	 	MS4A1,MAPKAPK3,EMP3,RSAD2,OASL,GAS1,IFIT1,ZBTB16,CCN2,CISH,IFIT2,PDK4,POSTN,CD69,IFIT3,IL31RA,PER1,ISG15,MAP2K6,CCR3	20	
Cancer, Organismal Injury and Abnormalities	abdominal cancer	Abdominal cancer	2.84E-10	 	 	 	 	CCR7,PDCD1LG2,FABP6,RSAD2,CCL18,NMNAT2,CLDN3,IL22RA2,SFRP1,CCN2,CLCA1,OR52M1,DMRTC2,SYT2,TESPA1,OTOF,CD69,SLC1A7,BTNL8,LRRC61,OASL,ADAM19,SORD,CDH26,SLC27A3,CRYBA1,CCR3,ZNF157,TASL,MAPKAPK3,SLC26A4,WDR93,DOK2,CST1,ZBTB16,ITLN1,IFIT2,HS3ST3A1,ARL15,SQLE,CLEC12B,TPSAB1,PER1,ISG15,SLC9B2,HRH4,IRF4,CEBPE,CD1B,RASGRP3,MS4A1,HSD11B2,ITIH5,IFT74,CLEC12A,GGT5,IFIT3,SLC9A3,GAPT,CYP51A1,SCNN1B,DYDC1,XCR1,IFIT1,CASS4,PPP1R16B,CTSG,SKAP2,SPIB,P2RY10,CEACAM21,SIGLEC6,P2RY13,FHL3,NRROS,GAS1,LGALS7B,TUBB4B,TRAF5,PIP4K2A,UBXN11,PRDX5,IL31RA,RRAGB,FETUB,PCDHA12,MAP2K6,RFTN1,MCOLN2,PHGDH,DENND2D,PRSS33,MMP12,LRRC32,SAMD3,BAIAP3,ANKRD55,VSTM1,GZMB,SHISA2,ANO1,COL28A1,HEPH,NAIF1,PTGDR2,RGS18,EMP3,LGALS12,HOXA3,CISH,IGFLR1,FDFT1,ENTPD4,CNR2,PDK4,CAPS2,WEE1,CD44,POSTN,CLCNKB,LXN,CRISP2,ZNF366	123	
Immunological Disease, Organismal Injury and Abnormalities	allergy	Allergy	2.88E-10	 	 	 	 	PDCD1LG2,PHGDH,CCL18,DOK2,MMP12,IL22RA2,ANKRD55,GZMB,TESPA1,CD69,SQLE,PER1,HRH4,IRF4,PTGDR2,ADAM19,FDFT1,ENTPD4,PDK4,CD44,UBXN11,IL31RA,CYP51A1,CCR3	24	
Immunological Disease, Organismal Injury and Abnormalities	hypersensitive reaction	Hypersensitive reaction	3.92E-10	 	 	 	 	MAPKAPK3,PTGDR2,PHGDH,CCL18,DOK2,MMP12,IL22RA2,ENTPD4,ANKRD55,SORD,PDK4,CD44,GZMB,TESPA1,UBXN11,SQLE,IL31RA,PER1,HRH4,CCR3	20	
Hereditary Disorder, Inflammatory Disease, Inflammatory Response, Organismal Injury and Abnormalities	familial autoinflammatory disease	Familial autoinflammatory disease	8.81E-10	 	 	 	 	CCR7,RSAD2,OASL,IFIT1,ADAM19,IFIT2,TUBB4B,CD69,IFIT3,IRF4,CEBPE,ZNF366	12	
